Unnamed: 0,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,crew,director,important_feature,weighted_avg
494,45000000,"['family', 'animation', 'drama']",8587,"['loss of parents', 'wild boar', 'uncle']",en,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,90.457886,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]",1994-06-23,788241776,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Life's greatest adventure is finding your place in the Circle of Life.,8.0,5376,"['jonathan taylor thomas', 'matthew broderick', 'james earl jones']","['mark a. mangini', 'hans zimmer', 'richard l. anderson']",Roger Allers,loss of parents wild boar uncle jonathan taylor thomas matthew broderick james earl jones mark a. mangini hans zimmer richard l. anderson Roger Allers family animation drama,6.200501447566595
500,76000000,"['action', 'crime', 'thriller']",584,"['miami', 'car race', 'sports car']",en,2 Fast 2 Furious,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",10.520961,"[{""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}]",2003-06-05,236350661,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",How Fast Do You Want It?,6.2,2028,"['paul walker', 'tyrese gibson', 'eva mendes']","['lawrence a. hubbs', 'rick simpson', 'matthew f. leonetti']",John Singleton,miami car race sports car paul walker tyrese gibson eva mendes lawrence a. hubbs rick simpson matthew f. leonetti John Singleton action crime thriller,3.7129400875760985
504,75000000,"['animation', 'family']",328111,"['pet', 'bunny', 'anthropomorphism']",en,The Secret Life of Pets,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",31.482872,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2016-06-18,875958308,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Think this is what they do all day?,5.9,3462,"['louis c.k.', 'eric stonestreet', 'kevin hart']","['alexander berner', 'alexandre desplat', 'christopher meledandri']",Chris Renaud,pet bunny anthropomorphism louis c.k. eric stonestreet kevin hart alexander berner alexandre desplat christopher meledandri Chris Renaud animation family,4.187795239249066
506,76000000,"['animation', 'comedy', 'family']",93456,"['secret agent', 'bakery', 'falling in love']",en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,136.886704,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2013-06-25,970761885,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Back 2 Work,7.0,4637,"['steve carell', 'kristen wiig', 'benjamin bratt']","['christopher meledandri', 'carla hool', 'gregory perler']",Pierre Coffin,secret agent bakery falling in love steve carell kristen wiig benjamin bratt christopher meledandri carla hool gregory perler Pierre Coffin animation comedy family,5.282301670660235
507,75000000,"['action', 'adventure', 'science fiction']",602,"['spacecraft', 'patriotism', 'countdown']",en,Independence Day,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",60.442593,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}]",1996-06-25,816969268,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Earth. Take a good look. It might be your last.,6.7,3260,"['will smith', 'bill pullman', 'jeff goldblum']","['patrick tatopoulos', 'roland emmerich', 'roland emmerich']",Roland Emmerich,spacecraft patriotism countdown will smith bill pullman jeff goldblum patrick tatopoulos roland emmerich roland emmerich Roland Emmerich action adventure science fiction,4.629497632799327
508,73000000,"['adventure', 'action', 'science fiction']",330,"['exotic island', 'dna', 'paleontology']",en,The Lost World: Jurassic Park,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2.502487,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",1997-05-23,229074524,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Something has survived.,6.2,2487,"['jeff goldblum', 'julianne moore', 'pete postlethwaite']","['john williams', 'steven spielberg', 'kathleen kennedy']",Steven Spielberg,exotic island dna paleontology jeff goldblum julianne moore pete postlethwaite john williams steven spielberg kathleen kennedy Steven Spielberg adventure action science fiction,3.9754643493281385
509,75000000,"['family', 'animation']",953,"['lion', 'hippopotamus', 'giraffe']",en,Madagascar,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",48.110909,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",2005-05-25,532680671,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Someone's got a zoo loose.,6.6,3237,"['ben stiller', 'chris rock', 'david schwimmer']","['hans zimmer', 'richard l. anderson', 'mark burton']",Eric Darnell,lion hippopotamus giraffe ben stiller chris rock david schwimmer hans zimmer richard l. anderson mark burton Eric Darnell family animation,4.556666635928619
510,76000000,"['drama', 'action', 'thriller']",9693,"['police state', 'hippie', 'rebel']",en,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",35.387874,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Hit & Run Productions"", ""id"": 11429}]",2006-09-22,69959751,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The future's a thing of the past.,7.4,2071,"['clive owen', 'michael caine', 'julianne moore']","['avy kaufman', 'iain smith', 'lucinda syson']",Alfonso Cuarón,police state hippie rebel clive owen michael caine julianne moore avy kaufman iain smith lucinda syson Alfonso Cuarón drama action thriller,4.372116055492442
511,75000000,"['adventure', 'action', 'science fiction']",36657,"['mutant', 'marvel comic', 'superhero']",en,X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.66891,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Springwood Productions"", ""id"": 22969}, {""name"": ""Genetics Productions"", ""id"": 22970}]",2000-07-13,296339527,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Evolution Begins,6.8,4097,"['patrick stewart', 'hugh jackman', 'ian mckellen']","['ralph winter', 'steven rosenblum', 'roger mussenden']",Bryan Singer,mutant marvel comic superhero patrick stewart hugh jackman ian mckellen ralph winter steven rosenblum roger mussenden Bryan Singer adventure action science fiction,4.989109354292843
512,75000000,"['action', 'thriller', 'crime']",8909,"['assassin', 'loss of father', 'secret society']",en,Wanted,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",73.82289,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Kickstart Productions"", ""id"": 2526}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Top Cow Productions"", ""id"": 2528}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Ringerike Zweite Filmproduktion"", ""id"": 23955}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2008-06-19,258270008,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Choose your destiny.,6.4,2528,"['angelina jolie', 'james mcavoy', 'morgan freeman']","['iain smith', 'danny elfman', 'roger birnbaum']",Timur Bekmambetov,assassin loss of father secret society angelina jolie james mcavoy morgan freeman iain smith danny elfman roger birnbaum Timur Bekmambetov action thriller crime,4.111429620590166
514,80000000,"['animation', 'family', 'comedy']",950,"['mammoth', 'sloth', 'ice age']",en,Ice Age: The Meltdown,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",85.115058,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",2006-03-23,660940780,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Ice age is melting away.,6.5,2951,"['ray romano', 'john leguizamo', 'denis leary']","['carlos saldanha', 'lori forte', 'john powell']",Carlos Saldanha,mammoth sloth ice age ray romano john leguizamo denis leary carlos saldanha lori forte john powell Carlos Saldanha animation family comedy,4.3739109751098155
515,75000000,"['comedy', 'romance']",1824,"['deja vu', 'amnesia', 'hawaii']",en,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",61.437586,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Flower Films (II)"", ""id"": 19813}]",2004-02-13,196482882,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Imagine having to win over the girl of your dreams... every friggin' day.,6.6,2105,"['adam sandler', 'drew barrymore', 'rob schneider']","['jack green', 'steve golin', 'bill coe']",Peter Segal,deja vu amnesia hawaii adam sandler drew barrymore rob schneider jack green steve golin bill coe Peter Segal comedy romance,3.9735047339195435
519,75000000,"['thriller', 'crime']",75656,"['paris', 'bank', 'secret']",en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,71.124686,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""SOIXAN7E QUIN5E"", ""id"": 23271}, {""name"": ""See Me Louisiana"", ""id"": 23272}]",2013-05-29,117698894,115.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,7.3,5487,"['jesse eisenberg', 'mark ruffalo', 'woody harrelson']","['bobby cohen', 'robert leighton', 'brian tyler']",Louis Leterrier,paris bank secret jesse eisenberg mark ruffalo woody harrelson bobby cohen robert leighton brian tyler Louis Leterrier thriller crime,5.704998254942365
521,60000000,"['comedy', 'drama']",594,"['new york', 'airport', 'marriage proposal']",en,The Terminal,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",57.753914,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",2004-06-17,219417255,128.0,"[{""iso_639_1"": ""bg"", ""name"": ""\u0431\u044a\u043b\u0433\u0430\u0440\u0441\u043a\u0438 \u0435\u0437\u0438\u043a""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Life is waiting.,7.0,1910,"['tom hanks', 'catherine zeta-jones', 'stanley tucci']","['john williams', 'debra zane', 'doug jackson']",Steven Spielberg,new york airport marriage proposal tom hanks catherine zeta-jones stanley tucci john williams debra zane doug jackson Steven Spielberg comedy drama,4.0402792534916685
531,75000000,"['comedy', 'action', 'adventure']",203801,"['spy', 'cold war', 'remake']",en,The Man from U.N.C.L.E.,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",48.744209,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wigram Productions"", ""id"": 23202}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",2015-08-13,108145109,116.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Saving the world never goes out of style.,7.1,2265,"['henry cavill', 'armie hammer', 'alicia vikander']","['john mathieson', 'guy ritchie', 'guy ritchie']",Guy Ritchie,spy cold war remake henry cavill armie hammer alicia vikander john mathieson guy ritchie guy ritchie Guy Ritchie comedy action adventure,4.3497986566058735
545,75000000,"['science fiction', 'thriller', 'drama']",9741,"['father son relationship', 'train accident', 'comic book']",en,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",42.006908,"[{""name"": ""Limited Edition Productions Inc."", ""id"": 3683}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]",2000-11-13,248118121,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Some things are only revealed by accident.,6.9,1946,"['bruce willis', 'samuel l. jackson', 'robin wright']","['sam mercer', 'joanna johnston', 'james newton howard']",M. Night Shyamalan,father son relationship train accident comic book bruce willis samuel l. jackson robin wright sam mercer joanna johnston james newton howard M. Night Shyamalan science fiction thriller drama,4.017153221783495
546,74000000,"['family', 'animation', 'adventure']",211672,"['assistant', 'aftercreditsstinger', 'duringcreditsstinger']",en,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",875.581305,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",2015-06-17,1156730962,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Before Gru, they had a history of bad bosses",6.4,4571,"['sandra bullock', 'jon hamm', 'michael keaton']","['christopher meledandri', 'kyle balda', 'ken daurio']",Kyle Balda,assistant aftercreditsstinger duringcreditsstinger sandra bullock jon hamm michael keaton christopher meledandri kyle balda ken daurio Kyle Balda family animation adventure,4.838304392857794
556,72000000,"['action', 'drama', 'history']",197,"['individual', 'scotland', 'in love with enemy']",en,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",60.722162,"[{""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""The Ladd Company"", ""id"": 7965}, {""name"": ""B.H. Finance C.V."", ""id"": 11353}]",1995-05-24,210000000,177.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""gd"", ""name"": """"}]",Every man dies. Not every man truly lives.,7.7,3336,"['mel gibson', 'catherine mccormack', 'sophie marceau']","['charles knode', 'james horner', 'randall wallace']",Mel Gibson,individual scotland in love with enemy mel gibson catherine mccormack sophie marceau charles knode james horner randall wallace Mel Gibson action drama history,5.301633350640412
558,75000000,"['animation', 'comedy', 'family']",35,"['father son relationship', 'lake', 'springfield']",en,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",46.875375,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",2007-07-25,527068851,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",See our family. And feel better about yours.,6.9,2264,"['dan castellaneta', 'julie kavner', 'nancy cartwright']","['david silverman', 'matt groening', 'matt groening']",David Silverman,father son relationship lake springfield dan castellaneta julie kavner nancy cartwright david silverman matt groening matt groening David Silverman animation comedy family,4.239372952106093
565,150000000,"['adventure', 'animation', 'comedy']",809,"['prison', 'magic', 'liberation']",en,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",47.320801,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",2004-05-19,919838758,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Once upon another time...,6.7,2988,"['mike myers', 'eddie murphy', 'cameron diaz']","['ted elliott', 'andrew adamson', 'andrew adamson']",Andrew Adamson,prison magic liberation mike myers eddie murphy cameron diaz ted elliott andrew adamson andrew adamson Andrew Adamson adventure animation comedy,4.513364370152694
566,120000000,"['animation', 'adventure', 'comedy']",920,"['car race', 'car journey', 'village and town']",en,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2006-06-08,461983149,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""yi"", ""name"": """"}]",Ahhh... it's got that new movie smell.,6.6,3877,"['owen wilson', 'paul newman', 'bonnie hunt']","['john lasseter', 'john lasseter', 'john lasseter']",John Lasseter,car race car journey village and town owen wilson paul newman bonnie hunt john lasseter john lasseter john lasseter John Lasseter animation adventure comedy,4.784558270008795
571,70000000,"['drama', 'action', 'thriller']",16869,"['paris', 'guerrilla', 'cinema']",en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",72.595961,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""A Band Apart"", ""id"": 59}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zehnte Babelsberg"", ""id"": 6817}, {""name"": ""Visiona Romantica"", ""id"": 6818}]",2009-08-18,319131050,153.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Once upon a time in Nazi occupied France...,7.9,6430,"['brad pitt', 'mélanie laurent', 'christoph waltz']","['quentin tarantino', 'quentin tarantino', 'lawrence bender']",Quentin Tarantino,paris guerrilla cinema brad pitt mélanie laurent christoph waltz quentin tarantino quentin tarantino lawrence bender Quentin Tarantino drama action thriller,6.351702870036239
573,70000000,"['action', 'thriller']",1573,"['ambush', 'helicopter', 'journalist']",en,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",57.69847,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Silver Pictures"", ""id"": 1885}]",1990-07-02,240031094,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Die Harder,6.6,1896,"['bruce willis', 'bonnie bedelia', 'william atherton']","['suzanne todd', 'joel silver', 'lawrence gordon']",Renny Harlin,ambush helicopter journalist bruce willis bonnie bedelia william atherton suzanne todd joel silver lawrence gordon Renny Harlin action thriller,3.8274096919727674
580,70000000,"['action', 'thriller']",117263,"['white house', 'secret service', 'terrorist attack']",en,Olympus Has Fallen,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",59.428223,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]",2013-03-20,161025640,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",When our flag falls our nation will rise.,6.2,2981,"['gerard butler', 'aaron eckhart', 'angela bassett']","['amanda mackey', 'cathy sandrich', 'derek r. hill']",Antoine Fuqua,white house secret service terrorist attack gerard butler aaron eckhart angela bassett amanda mackey cathy sandrich derek r. hill Antoine Fuqua action thriller,4.202401531599718
583,70000000,"['adventure', 'fantasy', 'drama']",587,"['circus', 'father son relationship', 'witch']",en,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",46.199482,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}, {""name"": ""Tim Burton Productions"", ""id"": 8601}]",2003-12-25,122919055,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",An adventure as big as life itself.,7.6,1994,"['ewan mcgregor', 'albert finney', 'billy crudup']","['bruce cohen', 'dan jinks', 'denise chamian']",Tim Burton,circus father son relationship witch ewan mcgregor albert finney billy crudup bruce cohen dan jinks denise chamian Tim Burton adventure fantasy drama,4.415082527524635
589,70000000,"['horror', 'action', 'drama']",49017,"['vampire', 'dracula', 'bite']",en,Dracula Untold,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",64.457947,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Michael De Luca Productions"", ""id"": 27551}]",2014-10-01,215529201,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Every bloodline has a beginning,6.2,2389,"['luke evans', 'sarah gadon', 'dominic cooper']","['john schwartzman', 'john mathieson', 'ngila dickson']",Gary Shore,vampire dracula bite luke evans sarah gadon dominic cooper john schwartzman john mathieson ngila dickson Gary Shore horror action drama,3.9241740016512514
597,70000000,"['fantasy', 'action', 'horror']",52520,"['vampire', 'daughter', 'hybrid']",en,Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",58.401204,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sketch Films"", ""id"": 7738}, {""name"": ""UW4 Productions"", ""id"": 7740}]",2012-01-19,160112671,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Vengeance Returns,6.1,1862,"['kate beckinsale', 'stephen rea', 'michael ealy']","['tom rosenberg', 'paul haslinger', 'len wiseman']",Måns Mårlind,vampire daughter hybrid kate beckinsale stephen rea michael ealy tom rosenberg paul haslinger len wiseman Måns Mårlind fantasy action horror,3.552051666922296
612,68000000,"['adventure', 'fantasy', 'drama']",24021,"['vampire', 'graduation', 'bite']",en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",107.069763,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Maverick Films"", ""id"": 4000}, {""name"": ""Imprint Entertainment"", ""id"": 5218}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}]",2010-06-23,698491347,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",It all begins ... With a choice.,5.8,2301,"['kristen stewart', 'robert pattinson', 'taylor lautner']","['howard shore', 'javier aguirresarobe', 'karen rosenfelt']",David Slade,vampire graduation bite kristen stewart robert pattinson taylor lautner howard shore javier aguirresarobe karen rosenfelt David Slade adventure fantasy drama,3.6549368577307506
